richard+pryor+here+and+now+1983,21921,7.2,9,Richard Pryor: Here and Now,en,False,"{""Comedy""}",95,0.353046
passenger+57+1992,10538,5.6,264,Passenger 57,en,False,"{""Action"", ""Adventure"", ""Thriller""}",84,18.451321
kicking++screaming+2005,9981,5.6,179,Kicking & Screaming,en,False,"{""Romance"", ""Comedy"", ""Family""}",95,9.875573
rocketship+x-m+1950,37744,5.1,15,Rocketship X-M,en,False,"{""Science Fiction""}",77,1.113762
the+champ+1979,30547,6.7,38,The Champ,en,False,"{""Drama"", ""Family""}",121,6.463112
shoot+em+up+2007,4141,6.3,589,Shoot Em Up,en,False,"{""Action"", ""Thriller"", ""Comedy"", ""Crime""}",86,7.259086
the+monster+1994,22826,6.8,126,The Monster,it,False,"{""Comedy""}",112,4.700084
lavventura+1960,5165,7.6,117,LAvventura,it,False,"{""Drama"", ""Mystery""}",143,9.595757
im+no+angel+1933,34456,6.3,6,Im No Angel,en,False,"{""Comedy"", ""Romance""}",87,1.533379
the+discreet+charm+of+the+bourgeoisie+1972,4593,7.4,140,The Discreet Charm of the Bourgeoisie,fr,False,"{""Comedy""}",101,4.8779
fierce+creatures+1997,12145,6.0,95,Fierce Creatures,en,False,"{""Comedy"", ""Romance""}",93,11.036729
accused+2005,15822,7.3,10,Accused,da,False,"{""Thriller"", ""Drama""}",103,4.091216
a+zed++two+noughts+1985,33078,6.8,31,A Zed & Two Noughts,en,False,"{""Comedy"", ""Drama""}",115,3.464385
the+boys+from+brazil+1978,16241,6.6,102,The Boys from Brazil,en,False,"{""Horror"", ""Drama"", ""Thriller"", ""Science Fiction""}",125,5.923299
lucy+2014,240832,6.3,6048,Lucy,en,False,"{""Action"", ""Science Fiction""}",89,36.447603
of+mice+and+men+1992,9609,7.1,147,Of Mice and Men,en,False,"{""Drama""}",110,6.112112
under+suspicion+1991,26850,6.1,15,Under Suspicion,en,False,"{""Crime"", ""Drama"", ""Thriller""}",99,2.774589
chasing+liberty+2004,14844,6.1,154,Chasing Liberty,en,False,"{""Comedy"", ""Romance""}",111,5.950792
waiting+for+superman+2010,39440,6.9,45,Waiting for Superman,en,False,"{""Documentary""}",102,2.718721
collateral+2004,1538,7.0,1476,Collateral,en,False,"{""Drama"", ""Crime"", ""Thriller""}",120,13.455112
bad+lieutenant+1992,12143,6.9,162,Bad Lieutenant,en,False,"{""Crime"", ""Drama""}",96,6.417037
orlando+1992,9300,6.7,53,Orlando,en,False,"{""Romance"", ""Drama"", ""Fantasy""}",93,3.800785
the+spectacular+now+2013,157386,6.8,1074,The Spectacular Now,en,False,"{""Comedy"", ""Drama"", ""Romance""}",95,8.098964
rooster+cogburn+1975,17538,6.2,39,Rooster Cogburn,en,False,"{""Western""}",108,12.140407
chicago+2002,1574,6.9,695,Chicago,en,False,"{""Action"", ""Comedy"", ""Crime"", ""Drama"", ""Music""}",113,13.325347
you+were+never+lovelier+1942,43787,7.8,9,You Were Never Lovelier,en,False,"{""Music"", ""Romance"", ""Comedy""}",97,0.788244
the+princess+diaries+2+royal+engagement+2004,11130,6.0,726,The Princess Diaries 2: Royal Engagement,en,False,"{""Comedy"", ""Drama"", ""Family"", ""Romance""}",113,8.248895
the+strangers+2008,10665,6.0,509,The Strangers,en,False,"{""Thriller"", ""Horror"", ""Mystery""}",86,8.845536
2001+a+space+odyssey+1968,62,7.9,3075,2001: A Space Odyssey,en,False,"{""Science Fiction"", ""Mystery"", ""Adventure""}",149,22.494622
three+to+tango+1999,10563,5.4,63,Three to Tango,en,False,"{""Comedy"", ""Romance""}",98,5.594358
a+history+of+violence+2005,59,6.9,850,A History of Violence,en,False,"{""Drama"", ""Thriller"", ""Crime""}",96,11.119707
night+falls+on+manhattan+1996,46027,6.6,24,Night Falls on Manhattan,en,False,"{""Drama"", ""Crime""}",113,1.626239
stormbreaker+2006,9978,5.1,219,Stormbreaker,en,False,"{""Adventure"", ""Action"", ""Family""}",93,8.778999
kiss+me+kate+1953,34857,6.8,24,Kiss Me Kate,en,False,"{""Music""}",109,12.325805
2+days+in+paris+2007,1845,6.3,106,2 Days in Paris,en,False,"{""Comedy"", ""Romance""}",96,6.653254
the+kite+runner+2007,7979,7.3,405,The Kite Runner,en,False,"{""Drama""}",128,5.970067
battle+of+the+bulge+1965,13524,6.4,56,Battle of the Bulge,en,False,"{""Drama"", ""History"", ""War""}",167,4.612568
the+jackal+1997,4824,6.1,536,The Jackal,en,False,"{""Action"", ""Thriller"", ""Adventure"", ""Crime""}",124,11.131917
jesus+christ+superstar+1973,12545,7.1,146,Jesus Christ Superstar,en,False,"{""Drama"", ""History"", ""Music""}",108,4.980716
theres+something+about+mary+1998,544,6.5,1616,Theres Something About Mary,en,False,"{""Romance"", ""Comedy""}",119,11.688958
jerry+maguire+1996,9390,6.7,941,Jerry Maguire,en,False,"{""Comedy"", ""Drama"", ""Romance""}",139,11.807601
ultraviolet+2006,9920,4.8,468,Ultraviolet,en,False,"{""Science Fiction"", ""Action"", ""Thriller""}",87,11.096655
the+starving+games+2013,225703,4.1,219,The Starving Games,en,False,"{""Comedy""}",83,0.265046
samurai+ii+duel+at+ichijoji+temple+1955,31374,7.3,23,Samurai II: Duel at Ichijoji Temple,ja,False,"{""Drama"", ""Action"", ""Adventure""}",103,2.235644
philadelphia+experiment+ii+1993,35610,5.0,15,Philadelphia Experiment II,en,False,"{""Science Fiction""}",97,1.155075
